use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer
FALSE,3,FALSE,01JEQE2QW3J5WGK2M8BPFB2T4Z,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 10 red marbles, 25 blue marbles, and 15 green marbles. A single marble is drawn randomly from the jar. (a) Calculate the probability that the marble drawn is either red or blue. Express your result in its simplest form.",\(\frac{7}{10}\)
FALSE,3,FALSE,01JEQE2VAJRTFV15F9YMCB1C18,Could you give me some problems to practice finding probability of single events?,"A jar contains 50 candies: 18 are red, 12 are green, and 20 are yellow. If one candy is selected at random from the jar, calculate the probability that the candy is not red, and express your answer in its simplest form.",\frac{16}{25}
FALSE,3,FALSE,01JEQE33Z2M0D4QQ91VWPN016F,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 5x - 3y = 4 \) and \( 2x + 4y = 10 \).,"\(x=\frac{23}{13},y=\frac{21}{13}\)"
FALSE,3,FALSE,01JEQE2XP4ZDJBHH4GQGBY9HC6,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations: \( 5x - 3y = 16 \) and \( 4x + 5y = 9 \).,"x=2.89,y=-0.5167"
FALSE,3,FALSE,01JEQE37XTFEMN1QWG1SASBJDY,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations: \( 5x + 9y = 27 \) and \( 8x - 3y = 14 \).,"\(x=\frac{69}{29},y=\frac{146}{87}\)"
FALSE,3,FALSE,01JEQE32DSSC72FSND0NXFVX3G,I need exercises involving elimination method for simultaneous equations; can you help?,A farmer has two fields. One field is planted with wheat and the other with corn. The total number of plants in both fields is 3100. The wheat field has 400 less plants than twice the number of plants in the corn field. Represent this situation with simultaneous equations and solve them to find the number of plants in each field.,Wheatfieldhas1934plantsandtheCornfieldhas1166plants.
FALSE,3,FALSE,01JEQE3MDJ7DKNXBYKXW9S8CJ2,I need exercises involving evaluating algebraic expressions; can you help?,"A rectangular field has a length given by the algebraic expression \( L = 3a + 4b \) and a width \( W = 2b - a \). If \( a = 5 \) and \( b = 6 \), calculate the area of the field.",273
FALSE,3,FALSE,01JEQE3TSYVCKZGDMJ7KY9PW63,Where can I find practice questions on evaluating formulas?,"Given the equation \( C = ab + dx \), determine \( x \) when \( C = 10 \), \( a = 1 \), \( b = 4 \), and \( d = 2 \).",3
FALSE,3,FALSE,01JEQE3M5ZQ6DYKTQFF43JE8JV,Can you provide practice problems on evaluating algebraic formulas?,"Given \( y = 3cx - d^2 \), find \( x \) when \( y = 10 \), \( c = 2 \), \( d = 1.5 \).",x=2.0417
FALSE,3,FALSE,01JEQE3GZY6HHF1KK1WVM48KY6,Could you give me some problems to practice solving simultaneous equations by elimination?,"A cyclist travels from town A to town B at an average speed of \(x\) km/h and returns along the same route at an average speed of \(y\) km/h. The total time taken for the round trip is 5 hours. If the distance from town A to town B is 20 km, form and solve the simultaneous equations to find the values of \(x\) and \(y\).","\(x=8\),\(y=2.5\)"
FALSE,3,FALSE,01JEQE487G1ANVDMBZN48GDMV3,Could you give me some problems to practice evaluating algebraic formulas?,"Calculate \( z \) given the expression \( z = \frac{3abc}{d} - f \), where \( a = 4 \), \( b = 2 \), \( c = 1.5 \), \( d = 3 \), and \( f = 5 \).",7
FALSE,3,FALSE,01JEQE3Z0CT3SRWX29Y3T0HAED,Do you have any sample questions on evaluating algebraic equations?,"Given \( c = pd - qj + 3q \), find \( p \) when \( c = 8 \), \( d = 2 \), \( q = 3 \), and \( j = 5 \).",p=7
TRUE,3,FALSE,01JEQE499D5G0VZYH1W6M74CBW,Can you provide practice problems on multiplying two matrices?,"Consider two matrices \( A \) and \( B \). Matrix \( A \) is a \( 2 \times 3 \) matrix given by:
\[ A = \begin{bmatrix} 2 & 4 & -1 \\ 0 & 5 & 3 \end{bmatrix} \]
Matrix \( B \) is a \( 3 \times 2 \) matrix given by:
\[ B = \begin{bmatrix} 1 & 0 \\ -2 & 1 \\ 3 & 4 \end{bmatrix} \]
Calculate the product \( C = AB \) and provide the resulting \( 2 \times 2 \) matrix.",\(\begin{bmatrix}-9&0\\-1&17\end{bmatrix}\)
TRUE,3,FALSE,01JEQE4HSGFMXPFRREBES69E7J,Do you have any sample questions on multiplying two matrices?,"Ron and Zoe are comparing prices on their favorite items which are priced before tax. During a special sales event, supermarket C offers a 15% discount while supermarket D offers a 5% discount.

(i) Write a matrix \( Q \), such that the product of \( Q \) and \( V \) gives the discounted prices which Ron and Zoe will pay at supermarkets C and D, respectively.

(ii) If the matrix \( V \) represents the original prices with two rows and columns, where the first column represents the items and the second column represents the original price in dollars, calculate the product of the matrices \( Q \) and \( V \). Assume the prices for two items are $100 and $200 respectively.",\(\begin{pmatrix}85&0\\0&190\end{pmatrix}\)
TRUE,3,FALSE,01JEQE4HPZRP9822E9WSJP9PH8,Where can I find practice questions on multiplication of matrices?,"In a particular month, Company X offers a 15% discount on all their products while Company Y offers a 25% discount. Create a matrix \( D \) representing the discount rates for both companies. Then, if the cost of three products: Item A, Item B, and Item C are represented by matrix \( C = \begin{bmatrix} 150 \\
200 \\
100 \end{bmatrix} \), find the total discounted prices of these items from Company X and Company Y using matrix multiplication.",\begin{bmatrix}127.5\\150\\85\end{bmatrix}
TRUE,3,FALSE,01JEQE4GGHZSJT6Y7WC57YBB0V,I need some exercises involving matrix multiplication; can you help?,"Consider two stores, Store X and Store Y, each offering discounts on different categories of items. Store X offers a 15% discount on electronics and a 25% discount on clothing, while Store Y offers a 10% discount on both categories.

Define matrices:

- Matrix \( A \) representing the original price list of the items where the first row contains the original prices of the electronics and the second row contains the original prices of the clothing.

- Matrix \( B \) such that the product \( B \times A \) gives the final prices after applying the respective discounts for Store X and Store Y. 

Assuming \( A = \begin{bmatrix} 100 & 200 \\ 150 & 250 \end{bmatrix} \), write down matrix \( B \) and compute the product \( B \times A \).",\(\begin{bmatrix}85&170\\112.5&187.5\\90&180\\135&225\end{bmatrix}\)
TRUE,3,FALSE,01JEQE53HJTF2FZ3B1Q7HKYPTP,Could you give me some problems to practice matrix multiplication?,"Consider the matrices \(A\) and \(B\) representing the prices of items in two different sections of a store. Matrix \(A\) is given by:
\[
A = \begin{bmatrix} 100 & 150 \\ 200 & 250 \end{bmatrix}
\]
And matrix \(B\) represents the discount factors for the items in those sections, given by:
\[
B = \begin{bmatrix} 0.90 & 0 \\ 0 & 0.85 \end{bmatrix}
\]
(a) Calculate the product of matrices \(A\) and \(B\) to find the discounted prices in each section.

(b) Explain the significance of element \((1,1)\) in the resulting matrix.","AB=\begin{bmatrix}90&127.5\\180&212.5\end{bmatrix}(Element(1,1)representsthediscountedpriceofthefirstiteminthefirstsectionafterapplyinga10%discount.)"
TRUE,3,FALSE,01JEQE53JJ2TJG3G9CRFZM9F03,"Can you provide practice problems on finding the mean, median, and mode?","Liam has registered the scores of five players in a game. The scores are such that the median score is 12, the mode is 10, and the mean is 14. The range of these scores is 20. Find the scores of the five players.","10,10,12,18,30"
TRUE,3,FALSE,01JEQE5DJAK2V4WRFY23ZBCTJ0,"I need exercises involving calculating mean, median, and mode; can you help?","A teacher collected test scores from a class of seven students. The mean score is 75, the median is 78, and the mode is 80. The range of scores is 12. Determine the possible scores of the students.","Possiblescores:[72,75,78,78,80,80,84]"
TRUE,3,FALSE,01JEQE5JETKYZ9NN9WFB4HPWCP,"Where can I find practice questions on mean, median, and mode?","In a group of five students, the numbers of books they have read are such that the mean is 15, the median is 14, and the mode is 13. Additionally, the range of the numbers of books read is 10. What are the numbers of books read by each student?","11,13,13,14,21"
TRUE,3,FALSE,01JEQE63MG9KX8FF15PAG5A966,"Do you have any sample questions on finding mean, median, and mode?","Chris has written seven positive integers. The median of these numbers is 12, the mode is 15, and the mean is 14. The range of these numbers is 16. Find the seven numbers.","8,11,12,12,15,15,24"
TRUE,3,FALSE,01JEQE6M7NST3GNXCMBXZ816A9,Can you provide practice problems on applying angle properties of circles?,"Given a circle with center \( O \), points \( A, B, C, \) and \( D \) lie on the circle. \( AC \) is a diameter of the circle. \( BD \) is a tangent to the circle at \( B \). The angle \( AOB = 100^\circ \). Calculate the value of angle \( BCD \).",50^\circ
TRUE,3,FALSE,01JEQE6AS9WWR40ZRN22397C67,"Could you give me some problems to practice calculating mean, median, and mode?","Lila has recorded five unique positive integers. The median of these numbers is 9, the mode is 11, and the mean is 12. The range of these numbers is 14. \n\nIdentify the five numbers.","7,9,11,11,16"
TRUE,3,FALSE,01JEQE77Q6DAZD48GNAZKDH894,Where can I find practice questions on angles in circles?,"In a circle with center $O$, points $E$, $F$, $G$, and $H$ lie on the circumference. Line segment $EF$ is a tangent to the circle at $E$. Angle $EOF = 120^\circ$ and angle $EHF = 30^\circ$. 

(a) Find the value of 

(i) angle $EGH$,

(ii) angle $EFH$.

(b) Determine if $OH$ is parallel to $FG$. Justify your answer.","(i)Angle$EGH=60^\circ$.(ii)Angle$EFH=30^\circ$.(b)Yes,$OH$isparallelto$FG$becausethecorrespondinganglesareequal."
TRUE,3,FALSE,01JEQE7HEP95FPVB5W1R77FZK7,Do you have any sample questions on angle properties of circles?,"In the circle with center $O$, points $E$, $F$, $G$, and $H$ are located on the circle. $EG$ is a tangent to the circle at $E$, and $FH$ is a tangent at $H$. Given that $\angle EOF = 130^\circ$ and $\angle EHG = 40^\circ$, answer the following:

(a) Find the value of

(i) $\angle EGH$,  
(ii) $\angle EHF$.

(b) Justify whether $OH$ is parallel to $EF$.","(i)$\angleEGH=50^\circ$,(ii)$\angleEHF=130^\circ$,$OH$isnotparallelto$EF$."
TRUE,3,FALSE,01JEQE72W0TVW05EB51VBVTDTC,I need exercises involving angle properties in circle geometry; can you help?,"In the circle with center \( O \), points \( P, Q, R \) and \( S \) lie on the circumference. \( PR \) is a tangent to the circle at \( P \) and \( QS \) is a tangent to the circle at \( Q \). If \( \angle POR = 110^\circ \) and \( \angle PQS = 35^\circ \), find the following:\n(a) Determine \( \angle PQR \).\n(b) Use your result from (a) to explain why line \( QS \) is parallel to line \( OR \).",\(\anglePQR=55^\circ\);Line\(QS\)isnotparalleltoline\(OR\)basedoninitialangles.
TRUE,3,FALSE,01JEQE7PRWCJ3ZS0B09SFPQVV3,Could you give me some problems to practice applying angle properties in circles?,"Let \( E, F, G, \) and \( H \) lie on a circle with center \( O \). \( EW \) is a tangent to the circle at \( E \) and \( FX \) is a tangent to the circle at \( F \). If angle \( EOF = 134^\circ \) and angle \( FWE = 38^\circ \), find the following:

(a) (i) The measure of angle \( EGF \).

(ii) The measure of angle \( FEG \).

(b) Is line \( OH \) parallel to \( EF \)? Explain your reasoning.",(a)(i)Angle\(EGF=67^\circ\).(ii)Angle\(FEG=67^\circ\).
TRUE,3,FALSE,01JEQE84HDTGNVQPJFQGP706FS,I need exercises involving real-world rate applications; can you help?,"A car accelerates uniformly from rest. The speed of the car after \( t \) seconds is given by the equation \( v(t) = 4t^2 \). 

(a) Determine the speed of the car at \( t = 3 \) seconds.

(b) Calculate the total distance traveled by the car in the first 5 seconds.",Speedat\(t=3\)is36m/s;Distancetraveledis166.67m.
TRUE,3,FALSE,01JEQE7XXRGYY71A6CQYEFJ5WY,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest and reaches a speed of 50 m/s in 10 seconds. 

(a) Calculate the acceleration of the car.

(b) Determine the total distance covered by the car in these 10 seconds.",5m/s^2(b)
TRUE,3,FALSE,01JEQE89QH75W4DBFM54YYWPQS,Where can I find practice questions on rates in practical situations?,"A car travels on a straight road and its speed-time graph is a trapezium. The speed increases linearly from 0 to 20\, \text{m/s} in the first 4 seconds, remains constant at 20\, \text{m/s} for the next 6 seconds, and then decreases linearly to 0 over 5 seconds.\newline (a) Find the acceleration during the first 4 seconds.\newline (b) Find the total distance travelled by the car during the entire 15 seconds.","(a)5\,\text{m/s}^2;(b)210\,\text{m}"
TRUE,3,FALSE,01JEQE90S3BBBD2QQAM1ZV8ECX,Can you provide practice problems on finding the probability of single events?,"A box contains 25 red marbles, 10 blue marbles, and 15 yellow marbles. A marble is randomly selected from the box and then put back. Calculate the probability of drawing a red marble, and express your answer as a fraction in its simplest form.",\(\frac{1}{2}\)
TRUE,3,FALSE,01JEQE8VM8HKGGS35TX14R6R3C,Could you give me some problems to practice rates in real-world contexts?,"A car accelerates uniformly from rest to a speed of 80 m/s over a period of 4 seconds.

(a) Calculate the acceleration of the car.

(b) Determine the total distance covered by the car during this time period.","(a)20m/s^2,(b)160m"
TRUE,3,FALSE,01JEQE92J102YK31Q6732GWFKK,I need exercises involving probability of single events; can you help?,"A bag contains 25 red marbles, 18 blue marbles, and 7 white marbles. A marble is selected at random from the bag and then replaced.

(i) Find the probability of not selecting a red marble, expressed in its simplest form.",\frac{1}{2}
TRUE,3,FALSE,01JEQE8N7ZRYQFH8TGQQKWY3AW,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates at a constant rate. When the time \( t = 7 \) seconds, the acceleration is needed. Additionally, calculate the total distance traveled by the car within the first 8 seconds if it starts from rest.

(a) Find the acceleration when \( t = 7 \) seconds.

(b) Find the distance traveled in the first 8 seconds if it starts from rest.","\(a=\text{specifiedvalue},d=\text{calculateddistance}\)"
TRUE,3,FALSE,01JEQE9FDJN31NVPA2QSN8BZHR,Could you give me some problems to practice finding probability of single events?,"A bag contains 25 red balls, 10 black balls, and 15 white balls. A ball is chosen at random from the bag and then replaced. \( \text{(i)} \) Find the probability of picking a white ball, express your answer in its simplest form.",\(\frac{3}{10}\)
TRUE,3,FALSE,01JEQE9CG736QGB3MAANTC1DXR,Do you have any sample questions on calculating probabilities of single events?,"In an urn, there are 25 red balls, 35 blue balls, and 10 white balls. A ball is randomly selected from the urn and then replaced. 
(i) Determine the probability of not selecting a blue ball. Simplify your answer to the lowest term.",\(\frac{1}{2}\)
TRUE,3,FALSE,01JEQE9BQ1BNA9JGC9JH85MEMV,Where can I find practice questions on basic probability?,"A jar contains 25 red marbles, 15 blue marbles, and 10 black marbles. A marble is drawn at random from the jar and then replaced. 

What is the probability of picking a marble that is blue or black? Express your answer in simplest form.",\(\frac{1}{2}\)
TRUE,3,FALSE,01JEQE9TYVY56W6SKBYZ3600CR,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations.

\[ 5x + 3y = 19 \]
\[ 4x - y = 7 \]
You must show your working.","x=\frac{40}{17},y=\frac{69}{17}"
TRUE,3,FALSE,01JEQE9VXRHMRE41TFT6TZ3W20,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \(3x + 5y = 9\) and \(4x - 3y = 1\).,"x=\frac{32}{29},y=\frac{33}{29}."
TRUE,3,FALSE,01JEQE9NXQ3PCTX18R8BWBAG36,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations using the method of elimination:
\[ 5x + 3y = -7 \]
\[ 3x - 2y = 4 \]
You must show your working.","x=-\frac{2}{19},y=-\frac{41}{19}"
TRUE,3,FALSE,01JEQE9YGC2G0372NYR71R9GMH,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations.
\[\begin{align*}
3x + 4y &= 7 \\
5x - 2y &= 18
\end{align*}\]
You must show your working.","x=\frac{43}{13},y=\frac{-19}{26}"
TRUE,3,FALSE,01JEQEAFEAMNEZ9R4RPR1T8K5B,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations.

\[ 5x + 3y = 17 \]
\[ 4x - 2y = 8 \]

You must show your working.","x=\frac{29}{11},y=\frac{14}{11}"
TRUE,3,FALSE,01JEQEAHS8Z5BA22AXSYRWK9Y2,Can you provide practice problems on evaluating algebraic formulas?,"Given the formula \( z = c + \frac{dw^2}{m} \), evaluate \( z \) for \( c = 7, d = 2, w = -3, \) and \( m = 4 \).",11.5
TRUE,3,FALSE,01JEQEAKQG0XJ85BCHY85XYQK9,I need exercises involving evaluating algebraic expressions; can you help?,"(b) Given the formula \( z = p + \frac{qr^3}{s} \), find \( z \) when \( p = 1 \), \( q = 2 \), \( r = -3 \), and \( s = 4 \).",-12.5
TRUE,3,FALSE,01JEQEAYVGS8V7201NYDHW39DK,Do you have any sample questions on evaluating algebraic equations?,"Given the formula \( z = \frac{c + dw^2}{m} \), find \( z \) when \( c = 4 \), \( d = 2 \), \( w = 3 \), and \( m = 6 \).",\(\frac{11}{3}\)
TRUE,3,FALSE,01JEQEARB36V2F9MKVM1P80JAE,Where can I find practice questions on evaluating formulas?,Simplify the expression \( \frac{7(b+2)^3}{5a} \div \frac{14(b+2)}{20a^2} \).,2a(b+2)^2
TRUE,3,TRUE,01JEQEB16ZST74FJH3D471ETA3,Can you provide practice problems on multiplying two matrices?,"Given matrices \( M = \begin{bmatrix} 2 & 5 \\ 1 & 3 \end{bmatrix} \) and \( N = \begin{bmatrix} 4 & 1 \\ 6 & 8 \end{bmatrix} \), find the product \( MN \), which represents the combined sales data after applying respective exchange rates to the given country sales values in matrix \( N \) with adjustment matrix \( M \).",\(MN=\begin{bmatrix}38&42\\22&25\end{bmatrix}\)
TRUE,3,FALSE,01JEQEB04REQ5QKPQ9KQBZHVY8,Could you give me some problems to practice evaluating algebraic formulas?,"Given the formula \( x = c + \frac{dw^3}{m} \), find \( x \) when \( c = 4 \), \( d = 2 \), \( w = 3 \), and \( m = 6 \).",13
TRUE,3,TRUE,01JEQEBF6PQMGKE0VD8K0DRDE1,Where can I find practice questions on multiplication of matrices?,"Let matrices \( A \) and \( C \) represent the pricing model for two different supermarkets. Given:
\[ A = \begin{bmatrix} 4 & 5 \\ 2 & 3 \end{bmatrix}, \quad C = \begin{bmatrix} 1 & 2 \\ 3 & 4 \end{bmatrix} \]
Calculate the matrix \( D = AC \) to find the combined pricing model when items are bought from both supermarkets using their respective columns for item prices.",\(D=\begin{bmatrix}19&28\\11&16\end{bmatrix}\)
TRUE,3,TRUE,01JEQEBGGX5C7K1VCG614D63FC,Do you have any sample questions on multiplying two matrices?,"Given matrices \( A = \begin{bmatrix} 1 & 2 \\ 3 & 4 \end{bmatrix} \) and \( B = \begin{bmatrix} 4 & 5 \\ 6 & 7 \end{bmatrix} \), compute the product \( C = AB \).",\(\begin{bmatrix}16&19\\36&43\end{bmatrix}\)
TRUE,3,TRUE,01JEQEBE38KHJ2ZGAYCS0828R6,I need some exercises involving matrix multiplication; can you help?,"Consider two matrices, \( A \) and \( B \), where \( A \) is defined as the cost prices of items at two different stores. \( A \) is given by:
\[ A = \begin{bmatrix} 150 & 200 \\ 100 & 250 \end{bmatrix} \]
Store X offers a 15% discount on all items, while Store Y offers a 5% discount. Define a matrix \( D \) that represents these discounts and calculate the matrix product \( C = DA \) to determine the discounted prices at both stores.",\(\begin{bmatrix}127.5&170\\95&237.5\end{bmatrix}\)
TRUE,3,TRUE,01JEQEBHJEW4SGEYD7WGRFM8EG,Could you give me some problems to practice matrix multiplication?,"Given matrices \( A \) and \( B \) represent the price of various items in two different supermarkets. Matrix \( A \) shows the initial prices and matrix \( B \) shows the applicable discount rates. Calculate the discounted prices by evaluating the matrix product \( C = A \times (I - B) \), where \( I \) is the identity matrix:

\[
A = \begin{bmatrix} 100 & 200 \\ 150 & 250 \end{bmatrix}, \quad B = \begin{bmatrix} 0.10 & 0.05 \\ 0.20 & 0.15 \end{bmatrix}.
\]

Evaluate \( C \).",\(C=\begin{bmatrix}50&165\\85&205\end{bmatrix}\)
TRUE,3,TRUE,01JEQEBWSKNVEHYD7GEBCYS7M4,"Can you provide practice problems on finding the mean, median, and mode?","A class of students was given a mathematics test. Their scores are as follows: 15, 18, 22, 22, 25, 28, 30, 30, 30, 32. 

Calculate the mean, median, and mode of these test scores.","Mean:25.2,Median:26.5,Mode:30."
TRUE,3,TRUE,01JEQEBZ22V3SRFVFHPAW33E30,"I need exercises involving calculating mean, median, and mode; can you help?","Alyssa has recorded the scores of six participants in a quiz. The scores are as follows: 5, 8, 12, 15, 8, and 17. Determine the mean, median, and mode of the scores.","Mean:10.83,Median:10,Mode:8."
TRUE,3,TRUE,01JEQEC3H6XYNQEN10499NCFFR,"Where can I find practice questions on mean, median, and mode?","Emily recorded the number of hours she studied over a week, which resulted in the following data: 2, 3, 5, 5, 6, 7, and 8 hours. Find the mean, median, and mode of the hours studied.","Mean:5.14,Median:5,Mode:5"
TRUE,3,TRUE,01JEQECBERGZ7E1V3WB83YT5H1,Can you provide practice problems on applying angle properties of circles?,"In the diagram, points \( A, B, C, \) and \( D \) lie on the circumference of a circle centered at \( O \). The line segment \( AC \) is a tangent to the circle at point \( A \). Given that angle \( AOB = 136^\circ \) and angle \( DCA = 48^\circ \), determine the value of angle \( ABD \).",68^\circ
TRUE,3,TRUE,01JEQEC5F5VGNGDD64H1RVGMJK,"Do you have any sample questions on finding mean, median, and mode?","Tristen has written seven positive integers. The median of these numbers is 9, the mode is 10, and the mean is also 9. The range of these numbers is 12. Find the seven numbers.","7,8,9,9,10,10,12"
TRUE,3,TRUE,01JEQECJMXFFYSEMFKW22YPNZJ,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, points P, Q, R, and S lie on a circle centered at O. PR is a diameter of the circle, and angle \( \angle PQS = 56^\circ \). If angle \( \angle PRO = 90^\circ \), find \( \angle QOS \).",68^\circ
TRUE,3,TRUE,01JEQEC873RD0PM3K7K36HTX55,"Could you give me some problems to practice calculating mean, median, and mode?","Sarah recorded the quiz scores of six students: \( 5, \ a, \ 8, \ b, \ 10, \ a \). The mean score is 7.5, the median score is 8, and \( a \) is the mode. Determine the values of \( a \) and \( b \).","a=7,b=6"
TRUE,3,TRUE,01JEQECTABM0ZDDMNEM2EMCNM6,Where can I find practice questions on angles in circles?,"In a circle with center \( O \), points \( X \), \( Y \), and \( Z \) lie on the circumference. The tangent at \( X \) meets line \( YZ \) extended at point \( T \). Given that \( \angle XOZ = 150^\circ \) and \( \angle TXO = 48^\circ \), find \( \angle XZY \).",48^\circ
TRUE,3,TRUE,01JEQED3SCAFPG5SEK70HNFXDW,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, points \( E \), \( F \), and \( G \) lie on a circle with center \( H \). Given that \( EHF \) is a diameter of the circle and angle \( \angle EHG = 75^\circ \), find \( \angle EGF \).",105^\circ
TRUE,3,TRUE,01JEQED7RMYXCF06GMVS5CRJWT,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates from rest at a constant rate of \(2 \text{ m/s}^2\) for 8 seconds. 

(a) What is the velocity of the car at the end of 8 seconds?

(b) How far does the car travel in this time?",(a)Velocity=16m/s(b)Distance=64m
TRUE,3,TRUE,01JEQED282CCDHTJN79TWBA19A,Do you have any sample questions on angle properties of circles?,"In the diagram, \( W, X, Y, \) and \( Z \) are four points on a circle with center \( O \). \( WX \) is a tangent to the circle at \( W \), and \( YZ \) is a tangent to the circle at \( Y \). Given that angle \( \angle WOZ = 130^\circ \) and \( \angle XWY = 37^\circ \), find \( \angle XYZ \).",65^\circ
TRUE,3,TRUE,01JEQEDE2E40SS5ZZ7QP6N0ZQM,I need exercises involving real-world rate applications; can you help?,"A car accelerates uniformly from rest. If the speed of the car is 50 m/s after 10 seconds, find the acceleration.

Also, calculate the total distance travelled by the car in the first 12 seconds.","Acceleration:5m/s^2,Totaldistance:360m"
TRUE,3,TRUE,01JEQEDKS20GZ2NQDSEYW1BM6K,Where can I find practice questions on rates in practical situations?,"A car accelerates from rest following the equation \( v(t) = 3t^2 + 2t \), where \( v(t) \) is the velocity in \( m/s \) and \( t \) is the time in seconds.

(a) Find the acceleration when \( t = 4 \) seconds.

(b) Calculate the total distance travelled by the car in the first 6 seconds.","\(a(4)=26\,m/s^2\);Distance=216m"
TRUE,3,TRUE,01JEQEE9RWCJSE1W75K4GB3W06,I need exercises involving probability of single events; can you help?,"A jar contains 50 marbles: 15 are red, 20 are blue, and 15 are yellow. A marble is picked at random from the jar and replaced. What is the probability of not picking a blue marble?",\(\frac{3}{5}\)
TRUE,3,TRUE,01JEQEDR27FJ66ZQNP66SC29JN,Could you give me some problems to practice rates in real-world contexts?,"(a) Determine the acceleration when \( t = 4 \).

(b) Calculate the distance travelled in the first 8 seconds.

The graph represents the speed-time relationship for an object's motion over a certain duration.","Acceleration=[calculatedvalue]m/s²,Distance=[calculatedvalue]m"
TRUE,3,TRUE,01JEQEDPNX1M5CR67FBZAKSNZ6,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates from rest and follows a velocity-time graph that shows the car reaches a speed of \( v = 50 \text{ m/s} \) in 8 seconds and maintains this speed for the next 6 seconds. 

(a) Find the acceleration of the car during the first 8 seconds. 

(b) Calculate the total distance traveled by the car in the entire 14 seconds.",700m
TRUE,3,TRUE,01JEQEE3ZYRW111KDFP3KJFP3Y,Can you provide practice problems on finding the probability of single events?,"A jar contains 50 red marbles, 30 blue marbles, and 20 green marbles. A marble is randomly selected from the jar and then returned. \( \text{(i)} \) Find the probability of not selecting a red marble, expressing your answer in simplest form.",\(\frac{1}{2}\)
TRUE,3,TRUE,01JEQEETJT585SSB9ZEE0AZ7MT,Could you give me some problems to practice finding probability of single events?,"A jar contains 18 red marbles, 22 blue marbles, and 10 green marbles. A marble is selected at random and then replaced. Find the probability that the marble chosen is not red. Express your answer as a fraction in its simplest form.",\frac{16}{25}
TRUE,3,TRUE,01JEQEEMG7T62KMX268SH3NE26,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 25 red marbles, 30 blue marbles, and 15 yellow marbles. A marble is picked at random from the jar and replaced. (i) Determine the probability of not picking a blue marble, express your answer in the simplest form.",\(\frac{4}{7}\)
TRUE,3,TRUE,01JEQEEKZ7M2JV2PAR0J04NJBP,Where can I find practice questions on basic probability?,"A bowl contains 50 red marbles, 15 green marbles, and 25 yellow marbles. A marble is picked at random from the bowl and then replaced.\n\n(a) What is the probability of picking a red marble?\n\n(b) If 10 green marbles are added to the bowl, calculate the probability of picking a green marble.",\frac{5}{9}\n(b)
TRUE,3,TRUE,01JEQEEX1J8KJ4R5W1BDM5FZ50,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations:  \[ 5x + 8y = -10 \] \[ 3x - 4y = 14 \] You must show your working.,"x=\frac{18}{11},y=\frac{-25}{11}"
TRUE,3,TRUE,01JEQEF5AKY4MBT07XD1TFYFY8,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations.
\[ 5x + 3y = 11 \]
\[ -4x + 5y = 2 \]
You must show your working.","x=\frac{49}{37},y=\frac{54}{37}"
TRUE,3,TRUE,01JEQEF8AQ4NSTED65GRGCNF66,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations.
\[\begin{align*}
3x + 5y &= 14 \\
2x - 4y &= -6
\end{align*}\]","x=\frac{2}{7},\y=\frac{94}{35}"
TRUE,3,TRUE,01JEQEFEDVFHD3MS6VC1TTPZMX,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations.
\[ 5x - 3y = 12 \]
\[ 4x + 2y = -8 \]
You must show your working.","x=0,y=-4"
TRUE,3,TRUE,01JEQEFA7FNWNXCPMHGBT5T1MG,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations using the elimination method:
\[ 3x - 5y = 16 \]
\[ 4x + 10y = -8 \]","x=2.4,y=-1.76"
TRUE,3,TRUE,01JEQEFRK7GH7VYXHBVM0TNN1X,Can you provide practice problems on evaluating algebraic formulas?,"Given the formula \( z = c + \frac{dw^3}{m} \), where \( c = 5, \ d = 2, \ w = -3, \) and \( m = 6 \), find the value of \( z \).",-4
TRUE,3,TRUE,01JEQEFW4XQ4KYBSF6J40H7GD1,I need exercises involving evaluating algebraic expressions; can you help?,"Given the formula \( z = \frac{m - nt^2}{p} \), find \( z \) when \( m = 30 \), \( n = 2 \), \( t = 3 \), and \( p = 4 \).",3
